,lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code
160,627,,,,,,
161,632,,,,,,
162,640,,,,,,
163,642,,,,,,
164,643,,,,,,
165,654,,,,,,
166,658,,,,,,
167,671,,,,,,
168,690,,,,,,
169,698,,,,,,
170,704,,,,,,
171,706,,,,,,
172,708,,,,,,
173,710,,,,,,
174,715,,,,,,
175,718,,,,,,
176,720,,,,,,
177,723,,,,,,
178,737,,,,,,
179,740,,,,,,
180,741,,,,,,
181,745,,,,,,
182,758,,,,,,
183,759,,,,,,
184,762,,,,,,
185,771,,,,,,
186,774,,,,,,
187,776,,,,,,
188,779,,,,,,
189,781,,,,,,
190,786,,,,,,
191,789,,,,,,
192,791,,,,,,
193,794,,,,,,
194,797,,,,,,
195,802,,,,,,
196,807,,,,,,
197,813,,,,,,
198,816,,,,,,
199,821,,,,,,
200,831,,,,,,
201,835,,,,,,
202,836,,,,,,
203,838,,,,,,
204,839,,,,,,
205,842,,,,,,
206,850,,,,,,
207,860,,,,,,
208,865,,,,,,
209,866,,,,,,
210,870,,,,,,
211,880,,,,,,
212,883,,,,,,
213,888,,,,,,
214,890,,,,,,
215,892,,,,,,
216,893,,,,,,
217,895,,,,,,
218,900,,,,,,
219,915,,,,,,
220,919,,,,,,
221,921,,,,,,
222,923,,,,,,
223,926,,,,,,
224,927,,,,,,
225,928,,,,,,
226,929,,,,,,
227,934,,,,,,
228,940,,,,,,
229,941,,,,,,
230,943,,,,,,
231,944,,,,,,
232,945,,,,,,
233,946,,,,,,
234,949,,,,,,
235,952,,,,,,
236,957,,,,,,
237,958,,,,,,
238,960,,,,,,
239,969,,,,,,
240,970,,,,,,
241,973,,,,,,
242,974,,,,,,
243,983,,,,,,
244,988,,,,,,
245,993,,,,,,
246,995,,,,,,
247,997,,,,,,
248,999,,,,,,
249,1004,,,,,,
250,1008,,,,,,
251,1009,,,,,,
252,1028,,,,,,
253,1036,,,,,,
254,1038,,,,,,
255,1052,,,,,,
256,1057,,,,,,
257,1058,,,,,,
258,1062,,,,,,
259,1063,,,,,,
260,1065,,,,,,
261,1068,,,,,,
262,1070,,,,,,
263,1082,,,,,,
264,1087,,,,,,
265,1091,,,,,,
266,1092,,,,,,
267,1093,,,,,,
268,1095,,,,,,
269,1115,,,,,,
270,1117,,,,,,
271,1122,,,,,,
272,1123,,,,,,
273,1126,,,,,,
274,1127,,,,,,
275,1134,,,,,,
276,1135,,,,,,
277,1142,,,,,,
278,1143,,,,,,
279,1151,,,,,,
280,1157,,,,,,
281,1169,,,,,,
282,1174,,,,,,
283,1176,,,,,,
284,1194,,,,,,
285,1199,,,,,,
286,1200,,,,,,
287,1201,,,,,,
288,1202,,,,,,
289,1217,,,,,,
290,1233,,,,,,
291,1237,,,,,,
292,1241,,,,,,
293,1248,,,,,,
294,1258,,,,,,
295,1261,,,,,,
296,1266,,,,,,
297,1269,,,,,,
298,1270,,,,,,
299,1281,,,,,,
300,1285,,,,,,
301,1289,,,,,,
302,1290,,,,,,
303,1291,,,,,,
304,1292,,,,,,
305,1297,,,,,,
306,1300,,,,,,
307,1302,,,,,,
308,1304,,,,,,
309,1305,,,,,,
310,1306,,,,,,
311,1311,,,,,,
312,1313,,,,,,
313,1315,,,,,,
314,1317,,,,,,
315,1322,,,,,,
316,1325,,,,,,
317,1331,,,,,,
318,1336,,,,,,
319,1340,,,,,,
320,1344,,,,,,
321,1345,,,,,,
322,1360,,,,,,
323,1363,,,,,,
324,1368,,,,,,
325,1383,,,,,,
326,1385,,,,,,
327,1386,,,,,,
328,1395,,,,,,
329,1397,,,,,,
330,1398,,,,,,
331,1399,,,,,,
332,1400,,,,,,
333,1401,,,,,,
334,1411,,,,,,
335,1414,,,,,,
336,1416,,,,,,
337,1417,,,,,,
338,1419,,,,,,
339,1429,,,,,,
340,1430,,,,,,
341,1436,,,,,,
342,1443,,,,,,
343,1444,,,,,,
344,1453,,,,,,
345,1458,,,,,,
346,1468,,,,,,
347,1474,,,,,,
348,1480,,,,,,
349,1489,,,,,,
350,1492,,,,,,
351,1493,,,,,,
352,1496,,,,,,
353,1500,,,,,,
354,1501,,,,,,
355,1502,,,,,,
356,1506,,,,,,
357,1513,,,,,,
358,1514,,,,,,
359,1516,,,,,,
360,1518,,,,,,
361,1521,,,,,,
362,1523,,,,,,
363,1524,,,,,,
364,1526,,,,,,
365,1528,,,,,,
366,1529,,,,,,
367,1532,,,,,,
368,1537,,,,,,
369,1539,,,,,,
370,1543,,,,,,
371,1546,,,,,,
372,1547,,,,,,
373,1549,,,,,,
374,1553,,,,,,
375,1560,,,,,,
376,1561,,,,,,
377,1562,,,,,,
378,1564,,,,,,
379,1579,,,,,,
380,1580,,,,,,
381,1583,,,,,,
382,1588,,,,,,
383,1596,,,,,,
384,1598,,,,,,
385,1615,,,,,,
386,1618,,,,,,
387,1622,,,,,,
388,1627,,,,,,
389,1629,,,,,,
390,1631,,,,,,
391,1632,,,,,,
392,1636,,,,,,
393,1642,,,,,,
394,1647,,,,,,
395,1653,,,,,,
396,1656,,,,,,
397,1657,,,,,,
398,1661,,,,,,
399,1663,,,,,,
400,1672,,,,,,
401,1675,,,,,,
402,1677,,,,,,
403,1678,,,,,,
404,1682,,,,,,
405,1685,,,,,,
406,1688,,,,,,
407,1704,,,,,,
408,1706,,,,,,
409,1709,,,,,,
410,1713,,,,,,
411,1722,,,,,,
412,1723,,,,,,
413,1731,,,,,,
414,1735,,,,,,
415,1739,,,,,,
416,1740,,,,,,
417,1741,,,,,,
418,1744,,,,,,
419,1747,,,,,,
420,1750,,,,,,
421,1758,,,,,,
422,1761,,,,,,
423,1764,,,,,,
424,1768,,,,,,
425,1772,,,,,,
426,1776,,,,,,
427,1777,,,,,,
428,1778,,,,,,
429,1782,,,,,,
430,1784,,,,,,
431,1787,,,,,,
432,1805,,,,,,
433,1809,,,,,,
434,1811,,,,,,
435,1812,,,,,,
436,1818,,,,,,
437,1819,,,,,,
438,1823,,,,,,
439,1825,,,,,,
440,1828,,,,,,
441,1829,,,,,,
442,1831,,,,,,
443,1837,,,,,,
444,1838,,,,,,
445,1842,,,,,,
446,1856,,,,,,
447,1858,,,,,,
448,1859,,,,,,
449,1867,,,,,,
450,1869,,,,,,
451,1877,,,,,,
452,1891,,,,,,
453,1893,,,,,,
454,1896,,,,,,
455,1899,,,,,,
456,1900,,,,,,
457,1901,,,,,,
458,1902,,,,,,
459,1913,,,,,,
460,1918,,,,,,
461,1919,,,,,,
462,1920,,,,,,
463,1931,,,,,,
464,1933,,,,,,
465,1938,,,,,,
466,1939,,,,,,
467,1940,,,,,,
468,1943,,,,,,
469,1944,,,,,,
470,1949,,,,,,
471,1962,,,,,,
472,1964,,,,,,
473,1966,,,,,,
474,1987,,,,,,
475,1989,,,,,,
476,2013,,,,,,
477,2015,,,,,,
478,2019,,,,,,
479,2024,,,,,,
480,2026,,,,,,
481,2043,,,,,,
482,2046,,,,,,
483,2054,,,,,,
484,2059,,,,,,
485,2062,,,,,,
486,2064,,,,,,
487,2070,,,,,,
488,2072,,,,,,
489,2073,,,,,,
490,2074,,,,,,
491,2089,,,,,,
492,2104,,,,,,
493,2107,,,,,,
494,2108,,,,,,
495,2110,,,,,,
496,2111,,,,,,
497,2112,,,,,,
498,2114,,,,,,
499,2115,,,,,,
500,2121,,,,,,
501,2123,,,,,,
502,2134,,,,,,
503,2138,,,,,,
504,2141,,,,,,
505,2149,,,,,,
506,2150,,,,,,
507,2153,,,,,,
508,2156,,,,,,
509,2159,,,,,,
510,2171,,,,,,
511,2172,,,,,,
512,2175,,,,,,
513,2181,,,,,,
514,2186,,,,,,
515,2191,,,,,,
516,2192,,,,,,
517,2194,,,,,,
518,2199,,,,,,
519,2206,,,,,,
520,2215,,,,,,
521,2217,,,,,,
522,2235,,,,,,
523,2237,,,,,,
524,2250,,,,,,
525,2256,,,,,,
526,2257,,,,,,
527,2268,,,,,,
528,2276,,,,,,
529,2279,,,,,,
530,2289,,,,,,
531,2290,,,,,,
532,2295,,,,,,
533,2296,,,,,,
534,2297,,,,,,
535,2310,,,,,,
536,2316,,,,,,
537,2317,,,,,,
538,2321,,,,,,
539,2329,,,,,,
540,2330,,,,,,
541,2334,,,,,,
542,2335,,,,,,
543,2338,,,,,,
544,2339,,,,,,
545,2343,,,,,,
546,2365,,,,,,
547,2366,,,,,,
548,2369,,,,,,
549,2374,,,,,,
550,2376,,,,,,
551,2378,,,,,,
552,2380,,,,,,
553,2382,,,,,,
554,2384,,,,,,
555,2392,,,,,,
556,2402,,,,,,
557,2405,,,,,,
558,2416,,,,,,
559,2422,,,,,,
560,2424,,,,,,
561,2426,,,,,,
562,2433,,,,,,
563,2436,,,,,,
564,2438,,,,,,
565,2443,,,,,,
566,2444,,,,,,
567,2446,,,,,,
568,2447,,,,,,
569,2449,,,,,,
570,2452,,,,,,
571,2455,,,,,,
572,2459,,,,,,
573,2464,,,,,,
574,2469,,,,,,
575,2474,,,,,,
576,2478,,,,,,
577,2482,,,,,,
578,2489,,,,,,
579,2504,,,,,,
580,2508,,,,,,
581,2509,,,,,,
582,2514,,,,,,
583,2516,,,,,,
584,2518,,,,,,
585,2520,,,,,,
586,2532,,,,,,
587,2535,,,,,,
588,2545,,,,,,
589,2546,,,,,,
590,2553,,,,,,
591,2554,,,,,,
592,2558,,,,,,
593,2560,,,,,,
594,2566,,,,,,
595,2567,,,,,,
596,2575,,,,,,
597,2581,,,,,,
598,2582,,,,,,
599,2584,,,,,,
600,2587,,,,,,
601,2590,,,,,,
602,2591,,,,,,
603,2594,,,,,,
604,2596,,,,,,
605,2598,,,,,,
606,2601,,,,,,
607,2608,,,,,,
608,2610,,,,,,
609,2616,,,,,,
610,2617,,,,,,
611,2623,,,,,,
612,2627,,,,,,
613,2628,,,,,,
614,2629,,,,,,
615,2630,,,,,,
616,2637,,,,,,
617,2640,,,,,,
618,2641,,,,,,
619,2644,,,,,,
620,2662,,,,,,
621,2667,,,,,,
622,2668,,,,,,
623,2669,,,,,,
624,2673,,,,,,
625,2674,,,,,,
626,2678,,,,,,
627,2679,,,,,,
628,2688,,,,,,
629,2692,,,,,,
630,2693,,,,,,
631,2698,,,,,,
632,2704,,,,,,
633,2707,,,,,,
634,2714,,,,,,
635,2720,,,,,,
636,2721,,,,,,
637,2723,,,,,,
638,2728,,,,,,
639,2729,,,,,,
640,2730,,,,,,
641,2734,,,,,,
642,2735,,,,,,
643,2739,,,,,,
644,2740,,,,,,
645,2745,,,,,,
646,2747,,,,,,
647,2751,,,,,,
648,2753,,,,,,
649,2758,,,,,,
650,2763,,,,,,
651,2771,,,,,,
652,2784,,,,,,
653,2787,,,,,,
654,2804,,,,,,
655,2807,,,,,,
656,2817,,,,,,
657,2818,,,,,,
658,2824,,,,,,
659,2829,,,,,,
660,2831,,,,,,
661,2832,,,,,,
662,2833,,,,,,
663,2850,,,,,,
664,2857,,,,,,
665,2859,,,,,,
666,2867,,,,,,
667,2870,,,,,,
668,2871,,,,,,
669,2872,,,,,,
670,2875,,,,,,
671,2876,,,,,,
672,2877,,,,,,
673,2879,,,,,,
674,2880,,,,,,
675,2882,,,,,,
676,2883,,,,,,
677,2886,,,,,,
678,2887,,,,,,
679,2890,,,,,,
680,2892,,,,,,
681,2896,,,,,,
682,2898,,,,,,
683,2903,,,,,,
684,2911,,,,,,
685,2914,,,,,,
686,2916,,,,,,
687,2918,,,,,,
688,2919,,,,,,
689,2920,,,,,,
690,2922,,,,,,
691,2923,,,,,,
692,2924,,,,,,
693,2925,,,,,,
694,2934,,,,,,
695,2940,,,,,,
696,2953,,,,,,
697,2956,,,,,,
698,2958,,,,,,
699,2971,,,,,,
700,2973,,,,,,
701,2977,,,,,,
702,2983,,,,,,
703,2986,,,,,,
704,2987,,,,,,
705,2990,,,,,,
706,2997,,,,,,
707,2998,,,,,,
708,3000,,,,,,
709,3003,,,,,,
710,3008,,,,,,
711,3009,,,,,,
712,3012,,,,,,
713,3014,,,,,,
714,3017,,,,,,
715,3020,,,,,,
716,3023,,,,,,
717,3024,,,,,,
718,3028,,,,,,
719,3031,,,,,,
720,3032,,,,,,
721,3034,,,,,,
722,3036,,,,,,
723,3038,,,,,,
724,3040,,,,,,
725,3042,,,,,,
726,3044,,,,,,
727,3045,,,,,,
728,3049,,,,,,
729,3050,,,,,,
730,3053,,,,,,
731,3060,,,,,,
732,3064,,,,,,
733,3065,,,,,,
734,3069,,,,,,
735,3078,,,,,,
736,3083,,,,,,
737,3092,,,,,,
738,3094,,,,,,
739,3097,,,,,,
740,3103,,,,,,
741,3106,,,,,,
742,3114,,,,,,
743,3117,,,,,,
744,3118,,,,,,
745,3119,,,,,,
746,3120,,,,,,
747,3124,,,,,,
748,3129,,,,,,
749,3133,,,,,,
750,3135,,,,,,
751,3136,,,,,,
752,3137,,,,,,
753,3138,,,,,,
754,3144,,,,,,
755,3146,,,,,,
756,3147,,,,,,
757,3158,,,,,,
758,3171,,,,,,
759,3173,,,,,,
760,3177,,,,,,
761,3188,,,,,,
762,3191,,,,,,
763,3195,,,,,,
764,3198,,,,,,
765,3200,,,,,,
766,3209,,,,,,
767,3214,,,,,,
768,3215,,,,,,
769,3216,,,,,,
770,3221,,,,,,
771,3224,,,,,,
772,3231,,,,,,
773,3234,,,,,,
774,3258,,,,,,
775,3260,,,,,,
776,3262,,,,,,
777,3266,,,,,,
778,3267,,,,,,
779,3268,,,,,,
780,3270,,,,,,
781,3271,,,,,,
782,3272,,,,,,
783,3277,,,,,,
784,3278,,,,,,
785,3282,,,,,,
786,3284,,,,,,
787,3285,,,,,,
788,3286,,,,,,
789,3296,,,,,,
790,3305,,,,,,
791,3321,,,,,,
792,3323,,,,,,
793,3325,,,,,,
794,3326,,,,,,
795,3331,,,,,,
796,3334,,,,,,
797,3350,,,,,,
798,3356,,,,,,
799,3363,,,,,,
800,3369,,,,,,
801,3373,,,,,,
802,3374,,,,,,
803,3382,,,,,,
804,3384,,,,,,
805,3385,,,,,,
806,3389,,,,,,
807,3392,,,,,,
808,3393,,,,,,
809,3398,,,,,,
810,3409,,,,,,
811,3410,,,,,,
812,3414,,,,,,
813,3415,,,,,,
814,3422,,,,,,
815,3424,,,,,,
816,3425,,,,,,
817,3429,,,,,,
818,3439,,,,,,
819,3440,,,,,,
820,3448,,,,,,
821,3453,,,,,,
822,3461,,,,,,
823,3462,,,,,,
824,3463,,,,,,
825,3470,,,,,,
826,3478,,,,,,
827,3479,,,,,,
828,3483,,,,,,
829,3485,,,,,,
830,3491,,,,,,
831,3495,,,,,,
832,3496,,,,,,
833,3499,,,,,,
834,3504,,,,,,
835,3515,,,,,,
836,3518,,,,,,
837,3523,,,,,,
838,3532,,,,,,
839,3538,,,,,,
840,3542,,,,,,
841,3544,,,,,,
842,3546,,,,,,
843,3548,,,,,,
844,3554,,,,,,
845,3564,,,,,,
846,3570,,,,,,
847,3571,,,,,,
848,3572,,,,,,
849,3575,,,,,,
850,3579,,,,,,
851,3584,,,,,,
852,3596,,,,,,
853,3603,,,,,,
854,3611,,,,,,
855,3613,,,,,,
856,3615,,,,,,
857,3621,,,,,,
858,3622,,,,,,
859,3624,,,,,,
860,3625,,,,,,
861,3628,,,,,,
862,3631,,,,,,
863,3638,,,,,,
864,3641,,,,,,
865,3647,,,,,,
866,3651,,,,,,
867,3652,,,,,,
868,3655,,,,,,
869,3661,,,,,,
870,3672,,,,,,
871,3675,,,,,,
872,3677,,,,,,
873,3678,,,,,,
874,3679,,,,,,
875,3682,,,,,,
876,3692,,,,,,
877,3693,,,,,,
878,3695,,,,,,
879,3702,,,,,,
880,3703,,,,,,
881,3705,,,,,,
882,3707,,,,,,
883,3711,,,,,,
884,3713,,,,,,
885,3717,,,,,,
886,3721,,,,,,
887,3722,,,,,,
888,3724,,,,,,
889,3726,,,,,,
890,3729,,,,,,
891,3730,,,,,,
892,3734,,,,,,
893,3735,,,,,,
894,3736,,,,,,
895,3743,,,,,,
896,3747,,,,,,
897,3749,,,,,,
898,3765,,,,,,
899,3768,,,,,,
900,3770,,,,,,
901,3791,,,,,,
902,3792,,,,,,
903,3794,,,,,,
904,3795,,,,,,
905,3809,,,,,,
906,3815,,,,,,
907,3817,,,,,,
908,3822,,,,,,
909,3827,,,,,,
910,3828,,,,,,
911,3831,,,,,,
912,3836,,,,,,
913,3839,,,,,,
914,3841,,,,,,
915,3842,,,,,,
916,3851,,,,,,
917,3853,,,,,,
918,3854,,,,,,
919,3855,,,,,,
920,3857,,,,,,
921,3862,,,,,,
922,3863,,,,,,
923,3864,,,,,,
924,3866,,,,,,
925,3876,,,,,,
926,3877,,,,,,
927,3885,,,,,,
928,3887,,,,,,
929,3890,,,,,,
930,3899,,,,,,
931,3900,,,,,,
932,3906,,,,,,
933,3907,,,,,,
934,3908,,,,,,
935,3911,,,,,,
936,3912,,,,,,
937,3919,,,,,,
938,3921,,,,,,
939,3927,,,,,,
940,3928,,,,,,
941,3938,,,,,,
942,3948,,,,,,
943,3954,,,,,,
944,3958,,,,,,
945,3964,,,,,,
946,3967,,,,,,
947,3971,,,,,,
948,3974,,,,,,
949,3977,,,,,,
950,3979,,,,,,
951,3982,,,,,,
952,3983,,,,,,
953,3989,,,,,,
954,3995,,,,,,
955,4000,,,,,,
956,4005,,,,,,
957,4010,,,,,,
958,4015,,,,,,
959,4016,,,,,,
960,4022,,,,,,
961,4024,,,,,,
962,4030,,,,,,
963,4037,,,,,,
964,4038,,,,,,
965,4042,,,,,,
966,4047,,,,,,
967,4048,,,,,,
968,4071,,,,,,
969,4075,,,,,,
970,4076,,,,,,
971,4077,,,,,,
972,4079,,,,,,
973,4088,,,,,,
974,4096,,,,,,
975,4098,,,,,,
976,4103,,,,,,
977,4104,,,,,,
978,4109,,,,,,
979,4115,,,,,,
980,4117,,,,,,
981,4121,,,,,,
982,4122,,,,,,
983,4126,,,,,,
984,4136,,,,,,
985,4142,,,,,,
986,4146,,,,,,
987,4151,,,,,,
988,4154,,,,,,
989,4157,,,,,,
990,4160,,,,,,
991,4162,,,,,,
992,4165,,,,,,
993,4166,,,,,,
994,4167,,,,,,
995,4169,,,,,,
996,4170,,,,,,
997,4176,,,,,,
998,4177,,,,,,
999,4185,,,,,,
1000,4190,,,,,,
1001,4196,,,,,,
1002,4199,,,,,,
1003,4200,,,,,,
1004,4204,,,,,,
1005,4205,,,,,,
1006,4206,,,,,,
1007,4208,,,,,,
1008,4209,,,,,,
1009,4213,,,,,,
1010,4216,,,,,,
1011,4225,,,,,,
1012,4240,,,,,,
1013,4244,,,,,,
1014,4247,,,,,,
1015,4252,,,,,,
1016,4253,,,,,,
1017,4268,,,,,,
1018,4270,,,,,,
1019,4282,,,,,,
1020,4286,,,,,,
1021,4288,,,,,,
1022,4297,,,,,,
1023,4299,,,,,,
1024,4305,,,,,,
1025,4306,,,,,,
1026,4308,,,,,,
1027,4316,,,,,,
1028,4321,,,,,,
1029,4322,,,,,,
1030,4326,,,,,,
1031,4328,,,,,,
1032,4329,,,,,,
1033,4338,,,,,,
1034,4339,,,,,,
1035,4340,,,,,,
1036,4342,,,,,,
1037,4346,,,,,,
1038,4348,,,,,,
1039,4356,,,,,,
1040,4358,,,,,,
1041,4362,,,,,,
1042,4363,,,,,,
1043,4364,,,,,,
1044,4370,,,,,,
1045,4371,,,,,,
1046,4375,,,,,,
1047,4382,,,,,,
1048,4383,,,,,,
1049,4388,,,,,,
1050,4389,,,,,,
1051,4390,,,,,,
1052,4392,,,,,,
1053,4401,,,,,,
1054,4403,,,,,,
1055,4409,,,,,,
1056,4410,,,,,,
1057,4414,,,,,,
1058,4415,,,,,,
1059,4418,,,,,,
1060,4420,,,,,,
1061,4423,,,,,,
1062,4429,,,,,,
1063,4431,,,,,,
1064,4433,,,,,,
1065,4439,,,,,,
1066,4442,,,,,,
1067,4444,,,,,,
1068,4448,,,,,,
1069,4449,,,,,,
1070,4451,,,,,,
1071,4457,,,,,,
1072,4458,,,,,,
1073,4459,,,,,,
1074,4465,,,,,,
1075,4472,,,,,,
1076,4474,,,,,,
1077,4475,,,,,,
1078,4478,,,,,,
1079,4481,,,,,,
1080,4482,,,,,,
1081,4484,,,,,,
1082,4489,,,,,,
1083,4490,,,,,,
1084,4493,,,,,,
1085,4497,,,,,,
1086,4499,,,,,,
1087,4502,,,,,,
1088,4505,,,,,,
1089,4508,,,,,,
1090,4509,,,,,,
1091,4511,,,,,,
1092,4516,,,,,,
1093,4518,,,,,,
1094,4521,,,,,,
1095,4522,,,,,,
1096,4526,,,,,,
1097,4535,,,,,,
1098,4545,,,,,,
1099,4553,,,,,,
1100,4558,,,,,,
1101,4562,,,,,,
1102,4567,,,,,,
1103,4569,,,,,,
1104,4571,,,,,,
1105,4577,,,,,,
1106,4579,,,,,,
1107,4586,,,,,,
1108,4589,,,,,,
1109,4605,,,,,,
1110,4610,,,,,,
1111,4611,,,,,,
1112,4614,,,,,,
1113,4615,,,,,,
1114,4624,,,,,,
1115,4640,,,,,,
1116,4641,,,,,,
1117,4642,,,,,,
1118,4650,,,,,,
1119,4653,,,,,,
1120,4661,,,,,,
1121,4663,,,,,,
1122,4666,,,,,,
1123,4672,,,,,,
1124,4674,,,,,,
1125,4676,,,,,,
1126,4679,,,,,,
1127,4680,,,,,,
1128,4681,,,,,,
1129,4683,,,,,,
1130,4704,,,,,,
1131,4707,,,,,,
1132,4710,,,,,,
1133,4716,,,,,,
1134,4718,,,,,,
1135,4721,,,,,,
1136,4722,,,,,,
1137,4726,,,,,,
1138,4730,,,,,,
1139,4734,,,,,,
1140,4744,,,,,,
1141,4745,,,,,,
1142,4748,,,,,,
1143,4753,,,,,,
1144,4758,,,,,,
1145,4762,,,,,,
1146,4763,,,,,,
1147,4772,,,,,,
1148,4779,,,,,,
1149,4786,,,,,,
1150,4787,,,,,,
1151,4788,,,,,,
1152,4792,,,,,,
1153,4799,,,,,,
1154,4803,,,,,,
1155,4805,,,,,,
1156,4808,,,,,,
1157,4810,,,,,,
1158,4812,,,,,,
1159,4814,,,,,,
1160,4815,,,,,,
1161,4817,,,,,,
1162,4818,,,,,,
1163,4820,,,,,,
1164,4821,,,,,,
1165,4824,,,,,,
1166,4830,,,,,,
1167,4833,,,,,,
1168,4836,,,,,,
1169,4842,,,,,,
1170,4843,,,,,,
1171,4847,,,,,,
1172,4855,,,,,,
1173,4856,,,,,,
1174,4857,,,,,,
1175,4860,,,,,,
1176,4862,,,,,,
1177,4869,,,,,,
1178,4875,,,,,,
1179,4876,,,,,,
1180,4880,,,,,,
1181,4883,,,,,,
1182,4884,,,,,,
1183,4885,,,,,,
1184,4905,,,,,,
1185,4908,,,,,,
1186,4909,,,,,,
1187,4919,,,,,,
1188,4922,,,,,,
1189,4925,,,,,,
1190,4940,,,,,,
1191,4942,,,,,,
1192,4945,,,,,,
1193,4949,,,,,,
1194,4951,,,,,,
1195,4961,,,,,,
1196,4962,,,,,,
1197,4963,,,,,,
1198,4964,,,,,,
1199,4967,,,,,,
1200,4969,,,,,,
1201,4970,,,,,,
1202,4973,,,,,,
1203,4982,,,,,,
1204,4983,,,,,,
1205,4987,,,,,,
1206,4989,,,,,,
1207,4995,,,,,,
1208,4998,,,,,,
1209,5000,,,,,,
1210,5005,,,,,,
1211,5008,,,,,,
1212,5009,,,,,,
1213,5013,,,,,,
1214,5014,,,,,,
1215,5020,,,,,,
1216,5023,,,,,,
1217,5024,,,,,,
1218,5026,,,,,,
1219,5035,,,,,,
1220,5039,,,,,,
1221,5040,,,,,,
1222,5041,,,,,,
1223,5043,,,,,,
1224,5047,,,,,,
1225,5048,,,,,,
1226,5049,,,,,,
1227,5051,,,,,,
1228,5054,,,,,,
1229,5065,,,,,,
1230,5081,,,,,,
1231,5083,,,,,,
1232,5089,,,,,,
1233,5093,,,,,,
1234,5099,,,,,,
1235,5102,,,,,,
1236,5105,,,,,,
1237,5106,,,,,,
1238,5113,,,,,,
1239,5120,,,,,,
1240,5121,,,,,,
1241,5122,,,,,,
1242,5125,,,,,,
1243,5135,,,,,,
1244,5137,,,,,,
1245,5139,,,,,,
1246,5141,,,,,,
1247,5145,,,,,,
1248,5149,,,,,,
1249,5151,,,,,,
1250,5163,,,,,,
1251,5166,,,,,,
1252,5172,,,,,,
1253,5174,,,,,,
1254,5175,,,,,,
1255,5178,,,,,,
1256,5183,,,,,,
1257,5184,,,,,,
1258,5187,,,,,,
1259,5189,,,,,,
1260,5190,,,,,,
1261,5193,,,,,,
1262,5199,,,,,,
