purchases,time_spent,n_visits,lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code,bin_source
0.832367608877567,1.0000000000000004,0.04687289331580596,160,0.0,2024-01-23,signup,7,False,PJACVAGSNN,group1
0.6080652956254038,0.35252248437259803,0.14061867994741786,167,0.0,2024-01-18,signup,1,False,MNCSDIPRDF,group1
0.3837629823732406,0.5072662226243541,0.6093476131054775,169,1.0,2024-01-20,signup,6,False,CNNNKVXVBZ,group1
0.6080652956254038,0.95742961116007,0.5156018264738655,183,1.0,2024-01-06,signup,5,True,LUBQTNWDCM,group1
0.49591413899932213,0.7128252291575317,1.0,185,1.0,2024-01-02,signup,9,False,AACEDUWABX,group1
0.271611825747159,0.7582014112641318,1.0,186,1.0,2024-01-12,signup,9,False,QGGDGUBOFX,group1
0.047309512494995765,0.1346613686721989,1.0,188,1.0,2024-01-04,signup,9,True,ETCMPIAOPD,group1
0.6080652956254038,0.5886582182034039,0.18749157326322383,189,0.0,2024-01-23,signup,5,True,VOOTYELWHE,group1
0.271611825747159,0.361090711116256,0.0,190,0.0,2024-01-13,signup,5,False,CXUUCQWNNU,group1
0.7202164522514855,0.6709729519375469,0.7968391863687013,191,1.0,2024-01-17,signup,2,False,CTTBPSFQGY,group1
0.6080652956254038,0.33850020277952675,0.37498314652644765,194,0.0,2024-01-09,signup,4,False,OWBEEKDLKJ,group1
0.271611825747159,0.8743374632179384,0.5624747197896716,197,1.0,2024-01-01,signup,2,True,VDNVRNQBWI,group1
0.15946066912107737,0.5162440027448354,0.4687289331580596,200,1.0,2024-01-05,signup,5,True,JBIJNXCLSV,group1
0.3837629823732406,0.23605396790411248,0.5624747197896716,204,1.0,2024-01-20,signup,2,False,DIEBKIQXIE,group1
0.3837629823732406,0.5383051879519298,0.5624747197896716,211,1.0,2024-01-29,signup,7,False,PLTYLCEFBO,group1
0.49591413899932213,0.8095368277005446,0.7030933997370894,212,1.0,2024-01-18,signup,8,False,UXHKQSMYVV,group1
0.047309512494995765,0.42347150436389436,0.04687289331580596,213,0.0,2024-01-27,signup,1,True,ZOYWTXPOZY,group1
0.49591413899932213,0.39372569700612203,0.6562205064212835,214,1.0,2024-01-20,signup,5,True,JNWPKXCSSO,group1
0.9445187655036485,0.2834508797064492,0.23436446657902976,215,0.0,2024-01-04,signup,8,False,VUZLWIFHQJ,group1
0.3837629823732406,0.7037826738566162,0.5156018264738655,221,1.0,2024-01-14,signup,6,False,MKSYUTUPJP,group1
0.3837629823732406,0.43758380044743506,0.18749157326322383,227,0.0,2024-01-27,signup,2,False,FJPJFRMSBU,group1
0.49591413899932213,0.46466524149662325,0.3281102532106417,230,1.0,2024-01-22,signup,9,False,EQOMPRQEWY,group1
0.49591413899932213,0.4828665398565861,0.23436446657902976,234,0.0,2024-01-06,signup,6,False,WDCBAOBGWP,group1
0.7202164522514855,0.46186046376844647,0.5156018264738655,235,1.0,2024-01-26,signup,5,True,YLJXFOVMVA,group1
0.49591413899932213,0.6027528906689019,0.4218560398422536,240,1.0,2024-01-04,signup,7,False,ZYKTZXDHHZ,group1
0.3837629823732406,0.8446445204026434,0.0,246,0.0,2024-01-27,signup,7,True,None,group1
0.6080652956254038,0.38036920910283634,0.0,250,0.0,2024-01-18,signup,6,False,FVIKAFWSNY,group1
0.9999999999999999,0.5841260558797803,0.5624747197896716,252,1.0,2024-01-19,signup,2,False,KOCYNCMCMV,group1
0.7202164522514855,0.329012925899447,0.04687289331580596,253,0.0,2024-01-22,signup,9,True,BDQKEYUSMI,group1
0.49591413899932213,0.470732050261947,0.37498314652644765,256,1.0,2024-01-09,signup,8,True,FSXSWSYZUJ,group1
0.15946066912107737,0.45331614578122803,0.23436446657902976,259,0.0,2024-01-22,signup,9,True,KSFIGBQODL,group1
0.49591413899932213,0.9140615453778089,0.8437120796845072,267,1.0,2024-01-16,signup,4,False,LYBCDYVCHQ,group1
0.0,0.5355774260485049,0.0937457866316119,268,0.0,2024-01-02,signup,8,False,ICDPTWVENR,group1
0.3837629823732406,0.4630537135804067,0.5156018264738655,270,1.0,2024-01-20,signup,3,True,GOGGTKNAMI,group1
0.3837629823732406,0.3533006905959235,0.18749157326322383,272,1.0,2024-01-03,signup,8,False,MPHAMNJDFG,group1
0.7202164522514855,0.5046537926786518,0.5156018264738655,275,1.0,2024-01-23,signup,5,True,RWQKNZRIVB,group1
0.15946066912107737,0.13459993668293313,0.6562205064212835,276,1.0,2024-01-02,signup,6,True,RGEDZASBRA,group1
0.49591413899932213,0.4444756985688847,0.5156018264738655,279,1.0,2024-01-25,signup,8,True,ZDCQVADSDR,group1
0.49591413899932213,0.23098100183468473,0.14061867994741786,281,0.0,2024-01-05,signup,8,False,XVACGPNCAJ,group1
0.271611825747159,0.3412205692452872,0.0937457866316119,286,0.0,2024-01-30,signup,1,False,VEYIFYUIOP,group1
0.6080652956254038,0.2502177017437339,0.0937457866316119,293,0.0,2024-01-18,signup,5,False,BWKSTABDJH,group1
0.7202164522514855,0.5727995212486849,1.0,301,1.0,2024-01-12,signup,6,False,HWDYYSGJZR,group1
0.7202164522514855,0.4506316629497009,0.3281102532106417,306,1.0,2024-01-12,signup,9,True,POZJYBRZVJ,group1
0.3837629823732406,0.02780325458185784,0.7030933997370894,314,1.0,2024-01-30,signup,3,False,PVTMUCPXBM,group1
0.7202164522514855,0.8780447684858221,0.0,316,0.0,2024-01-11,signup,4,True,DNZYBFEQQX,group1
0.832367608877567,0.6225623455819078,0.2812373598948357,320,1.0,2024-01-30,signup,9,False,EPJEEVITQL,group1
0.271611825747159,0.7003668194991723,0.37498314652644765,321,1.0,2024-01-19,signup,2,False,PXLHFETYFZ,group1
0.49591413899932213,0.8605000698954535,0.6093476131054775,326,1.0,2024-01-05,signup,4,True,YJUWGABPSV,group1
0.49591413899932213,0.5714896743483644,1.0,327,1.0,2024-01-25,signup,4,True,KWPRBKALJZ,group1
0.49591413899932213,0.33161329497372627,0.37498314652644765,338,0.0,2024-01-21,signup,5,True,LXGGISTXEU,group1
0.3837629823732406,0.7099041885511719,0.23436446657902976,345,1.0,2024-01-15,signup,8,False,ZNTKHUJZBI,group1
0.49591413899932213,0.0,0.4687289331580596,347,0.0,2024-01-19,signup,9,True,GUHJUXCUAI,group1
0.49591413899932213,0.42567273277756446,0.37498314652644765,349,1.0,2024-01-05,signup,2,True,RUQHWTWNTS,group1
0.7202164522514855,0.34698053461034917,1.0,352,1.0,2024-01-13,signup,5,True,PYXIFNVILN,group1
0.3837629823732406,0.37724795952874945,0.0,353,0.0,2024-01-18,signup,1,True,IXRSKBZDGM,group1
0.271611825747159,0.6754166149060801,0.0,360,0.0,2024-01-30,signup,1,True,PJRQVNYWKR,group1
0.15946066912107737,0.5827441514242166,0.04687289331580596,362,0.0,2024-01-09,signup,2,False,CUOGTVGVLJ,group1
0.15946066912107737,0.679645948923401,0.37498314652644765,367,1.0,2024-01-10,signup,2,False,JELRVEIWTP,group1
0.6080652956254038,0.8120330030462917,0.0,370,0.0,2024-01-30,signup,3,False,AJTXKCIAPG,group1
0.49591413899932213,0.42711841409907025,0.6562205064212835,373,1.0,2024-01-21,signup,9,False,GRDBMUTEGG,group1
0.3837629823732406,0.6499752207432272,0.0,374,0.0,2024-01-13,signup,4,False,ZYBUMTNCVY,group1
0.7202164522514855,0.9244703985292007,0.6093476131054775,382,1.0,2024-01-13,signup,9,False,QIRLGHFEYT,group1
0.271611825747159,0.13425841370340974,0.5624747197896716,385,1.0,2024-01-05,signup,7,True,NEDLCGZVFP,group1
0.047309512494995765,0.12179987896763755,0.37498314652644765,388,1.0,2024-01-28,signup,2,True,JZUSHCNZAY,group1
0.271611825747159,0.9771635854668794,0.0,391,0.0,2024-01-26,signup,8,True,YGLLRNOUHW,group1
0.9999999999999999,0.6676531576661944,0.0,400,0.0,2024-01-20,signup,5,False,USEDQJJTXO,group1
0.15946066912107737,0.1482004576859941,0.3281102532106417,401,1.0,2024-01-23,signup,8,False,MHSUUXYIIR,group1
0.271611825747159,0.5114508303560781,0.14061867994741786,404,0.0,2024-01-09,signup,6,True,IGCIXTLQSM,group1
0.3837629823732406,0.139849473051183,0.0,406,0.0,2024-01-19,signup,8,False,DQBBZCLEKF,group1
0.271611825747159,0.8257522492929237,0.23436446657902976,419,1.0,2024-01-27,signup,8,True,AOOQECTXNK,group1
0.49591413899932213,0.409856651996797,0.18749157326322383,423,0.0,2024-01-06,signup,3,False,EPMDFKOEUJ,group1
0.7202164522514855,0.6996370631820596,0.3281102532106417,426,0.0,2024-01-21,signup,7,True,YFROGHEYSX,group1
0.271611825747159,0.35899604857477385,0.3281102532106417,427,1.0,2024-01-01,signup,6,True,LGZDTMNLJY,group1
0.15946066912107737,0.6728545778536534,0.0937457866316119,430,0.0,2024-01-28,signup,7,False,SNDYIUCQAE,group1
0.832367608877567,0.8224968439172029,0.6093476131054775,432,1.0,2024-01-20,signup,4,False,JHAOJJIWCW,group1
0.3837629823732406,0.20416513851007823,0.04687289331580596,436,0.0,2024-01-05,signup,5,True,QDOAFZIIST,group1
0.49591413899932213,0.6434868344336033,1.0,438,1.0,2024-01-15,signup,8,True,ADKNQXITXD,group1
0.9999999999999999,0.43176302823447443,0.6562205064212835,445,1.0,2024-01-08,signup,1,False,COQGIQDKJZ,group1
0.3837629823732406,0.43823556451156254,0.18749157326322383,449,0.0,2024-01-29,signup,3,True,XESIROZJQI,group1
0.271611825747159,0.6795423957844497,1.0,451,1.0,2024-01-11,signup,2,False,QNQSVXSEUL,group1
0.271611825747159,0.0,0.23436446657902976,452,0.0,2024-01-13,signup,1,False,PABKNFJTAM,group1
0.271611825747159,0.03585580889718054,0.7030933997370894,459,0.0,2024-01-19,signup,1,False,KJJLWOBSQO,group1
0.271611825747159,0.7930624905374439,0.9843307596319252,463,1.0,2024-01-31,signup,1,True,AEMOQPZTTB,group1
0.271611825747159,0.5585038660818178,0.7030933997370894,501,1.0,2024-01-06,signup,3,False,UTIMHHOHJP,group1
0.49591413899932213,0.3861285201664191,0.18749157326322383,505,0.0,2024-01-10,signup,7,True,YDSYXTXNUN,group1
0.271611825747159,0.5116479328993484,0.6562205064212835,512,1.0,2024-01-20,signup,5,False,MAHSOLTKEW,group1
0.3837629823732406,0.5801336025999984,0.04687289331580596,519,0.0,2024-01-24,signup,5,True,MFELPVBLUU,group1
0.49591413899932213,0.5655462582961253,0.7030933997370894,523,1.0,2024-01-25,signup,4,False,IKLMFEYYHN,group1
0.7202164522514855,0.2430162236582829,0.4218560398422536,525,0.0,2024-01-10,signup,1,False,XYECIRVNCY,group1
0.49591413899932213,0.06364230881049293,0.04687289331580596,526,0.0,2024-01-17,signup,6,True,PVDXFBWPGM,group1
0.6080652956254038,0.0,0.0937457866316119,527,0.0,2024-01-29,signup,5,True,RVMSZZDPNQ,group1
0.49591413899932213,0.4131218987911298,0.37498314652644765,528,0.0,2024-01-08,signup,8,False,SACGVDYWXR,group1
0.7202164522514855,0.21868832905383595,0.7968391863687013,530,1.0,2024-01-01,signup,3,False,DZHTRLDBIX,group1
0.15946066912107737,0.38882379916235843,0.8905849730003133,533,1.0,2024-01-07,signup,6,False,XOLXNLHBCZ,group1
0.7202164522514855,0.3149030289134256,0.2812373598948357,534,1.0,2024-01-24,signup,6,True,IEXGHXCYGL,group1
0.6080652956254038,0.11946834268662387,0.3281102532106417,537,0.0,2024-01-12,signup,2,False,PSOJFGSNNP,group1
0.7202164522514855,0.5489215827670417,0.2812373598948357,539,0.0,2024-01-26,signup,2,False,SYJUCSTRZE,group1
0.9999999999999999,0.30551313458765694,0.04687289331580596,557,0.0,2024-01-08,signup,6,False,LVJQWQXXLU,group1
0.3837629823732406,0.5121103300618657,0.23436446657902976,558,1.0,2024-01-10,signup,6,False,NHTYEOTPZH,group1
0.49591413899932213,0.5209401523947745,0.0,566,0.0,2024-01-30,signup,7,False,NAOXGOYWZF,group1
0.49591413899932213,0.23154810487603328,0.9374578663161192,575,1.0,2024-01-09,signup,4,True,REYBGTVOKY,group1
0.6080652956254038,0.4748452414750761,0.3281102532106417,576,0.0,2024-01-10,signup,5,False,NJEBHCDREE,group1
0.9445187655036485,0.09584529918814733,0.04687289331580596,580,0.0,2024-01-08,signup,3,True,YKEOETLNNG,group1
0.49591413899932213,0.6594695588975119,0.14061867994741786,582,0.0,2024-01-14,signup,8,True,ETCAJJRHIP,group1
0.3837629823732406,0.334861383455638,0.2812373598948357,592,0.0,2024-01-26,signup,2,False,CNKVNFRBSZ,group1
0.49591413899932213,0.31416401914329795,0.37498314652644765,593,0.0,2024-01-12,signup,6,False,FCNTCDPNMW,group1
0.3837629823732406,0.7745006119024427,0.0,598,0.0,2024-01-01,signup,3,True,UFFRUFQLMG,group1
0.047309512494995765,0.20602523383457294,0.04687289331580596,599,0.0,2024-01-20,signup,8,True,LPGTEFYWJL,group1
0.832367608877567,0.8084051032247839,0.04687289331580596,602,0.0,2024-01-03,signup,1,False,EHMMMGVKOA,group1
0.3837629823732406,0.0,0.2812373598948357,605,0.0,2024-01-25,signup,6,False,DWYVEJRRSW,group1
0.3837629823732406,0.008390288596797912,0.6093476131054775,611,1.0,2024-01-02,signup,6,True,FFUBCHUAGP,group1
0.15946066912107737,0.37918016575125213,0.7030933997370894,614,1.0,2024-01-14,signup,6,True,JYFIJESLYA,group1
0.271611825747159,0.722871075791887,0.0,616,0.0,2024-01-08,signup,5,False,ZCNHYQKMGM,group1
0.9445187655036485,0.5228201471299707,0.7968391863687013,619,1.0,2024-01-29,signup,2,False,RGKHMWRUXA,group1
0.6080652956254038,0.5020447722652319,0.6562205064212835,624,1.0,2024-01-11,signup,5,True,UGHFDHTXRD,group1
0.6080652956254038,0.6363758369043837,0.04687289331580596,625,0.0,2024-01-17,signup,6,True,RJISFSBNJB,group1
0.047309512494995765,0.5375893712197692,0.18749157326322383,627,1.0,2024-01-10,signup,6,False,RNPBRFDQDX,group1
0.6080652956254038,0.20146626423296166,0.6093476131054775,632,1.0,2024-01-02,signup,5,True,QYTZJRDRIM,group1
0.271611825747159,0.7085850670760663,0.04687289331580596,640,0.0,2024-01-12,signup,6,False,BIHFEVBUIM,group1
0.49591413899932213,0.048418885542600876,0.04687289331580596,642,0.0,2024-01-06,signup,8,True,SSKURYLYZP,group1
0.6080652956254038,0.4280194465462981,0.0,643,0.0,2024-01-24,signup,7,True,GIBIFRRMAT,group1
0.49591413899932213,0.48764717711361527,0.14061867994741786,654,0.0,2024-01-07,signup,3,False,NJXMZWWFIW,group1
0.6080652956254038,0.7216141140865764,0.7968391863687013,658,1.0,2024-01-15,signup,3,True,GVIKENFAAJ,group1
0.3837629823732406,0.35665080454854214,0.5624747197896716,671,1.0,2024-01-28,signup,9,False,VNWHTKCVXP,group1
0.49591413899932213,0.7197377608308102,0.04687289331580596,690,0.0,2024-01-16,signup,9,True,SQNBXJNFSJ,group1
0.271611825747159,0.6348771482848101,0.6562205064212835,698,0.0,2024-01-03,signup,9,False,HMNFUOVOWZ,group1
0.49591413899932213,0.71705018587924,0.04687289331580596,704,0.0,2024-01-27,signup,8,True,FMGLODWJAI,group1
0.15946066912107737,0.2323437408953528,0.0,706,0.0,2024-01-28,signup,3,True,CEDWZBKFLE,group1
0.9999999999999999,0.3647814887121932,0.23436446657902976,708,0.0,2024-01-06,signup,3,True,HINGPSFRDB,group1
0.7202164522514855,0.5185459623430724,0.6562205064212835,710,1.0,2024-01-14,signup,5,True,MTPFPWDOPG,group1
0.7202164522514855,0.39436204729382895,0.37498314652644765,715,1.0,2024-01-29,signup,2,False,PUHGEATEQG,group1
0.3837629823732406,0.8699018066395938,0.14061867994741786,718,0.0,2024-01-17,signup,1,True,XGFYZZUXJR,group1
0.271611825747159,0.5340035449336611,0.7030933997370894,720,1.0,2024-01-19,signup,1,False,HZFVXJXGEL,group1
0.49591413899932213,0.0,0.6562205064212835,723,1.0,2024-01-12,signup,8,False,BBSEAEVOWC,group1
0.49591413899932213,0.5965355946457933,0.37498314652644765,737,1.0,2024-01-03,signup,9,False,GHNCYYMMTP,group1
0.49591413899932213,0.6302979029252489,0.14061867994741786,740,0.0,2024-01-26,signup,9,True,WWXKLNYLDU,group1
0.9445187655036485,0.5138015472873607,0.18749157326322383,741,0.0,2024-01-18,signup,4,True,DIZVUCIXFY,group1
0.271611825747159,0.5625789890982782,0.9843307596319252,745,1.0,2024-01-02,signup,8,False,SPLUQDKFMN,group1
0.832367608877567,0.3432392522167085,0.4687289331580596,758,1.0,2024-01-02,signup,8,True,WYRHXLWMAY,group1
0.15946066912107737,0.28030763973875983,0.7030933997370894,759,1.0,2024-01-15,signup,9,True,WQCXHPIDID,group1
0.3837629823732406,0.29187767964534306,0.14061867994741786,762,0.0,2024-01-03,signup,4,False,AORSCBDFWI,group1
0.3837629823732406,0.5297638782668939,1.0,771,1.0,2024-01-01,signup,3,True,GQAPHMNXBK,group1
0.3837629823732406,0.8198891797925323,0.9374578663161192,774,1.0,2024-01-17,signup,5,False,BZJCNBMXML,group1
0.6080652956254038,0.1473693593639216,0.3281102532106417,776,0.0,2024-01-10,signup,7,True,RDPYIQZBMC,group1
0.6080652956254038,0.5299979055038309,0.6093476131054775,779,1.0,2024-01-08,signup,6,False,MFQNWOZXMS,group1
0.6080652956254038,0.5227242828117675,0.5624747197896716,781,1.0,2024-01-07,signup,1,True,OYYQXPXEKZ,group1
0.49591413899932213,0.6416515443531625,0.5624747197896716,786,1.0,2024-01-31,signup,6,False,HSJVHVITCA,group1
0.7202164522514855,0.6659463863747903,0.5624747197896716,789,1.0,2024-01-01,signup,8,True,JXWKANDJCR,group1
0.3837629823732406,0.5009020021407471,0.8905849730003133,791,1.0,2024-01-03,signup,4,False,RCHBBHXNVX,group1
0.49591413899932213,0.6995192369190599,0.9843307596319252,794,0.0,2024-01-05,signup,5,False,CMNXJCHIIP,group1
0.271611825747159,0.46501117296959293,1.0,797,1.0,2024-01-21,signup,9,True,GDMEBGLZFE,group1
0.7202164522514855,0.8016432918230572,0.9374578663161192,802,1.0,2024-01-08,signup,7,False,LBIFWPYBWF,group1
0.49591413899932213,0.4653468435186747,0.7968391863687013,807,1.0,2024-01-04,signup,5,False,UJKCVSBKNM,group1
0.3837629823732406,0.5578032622754749,1.0,813,1.0,2024-01-28,signup,5,False,IYNCYSMWUV,group1
0.3837629823732406,0.4310516205178603,0.4687289331580596,816,1.0,2024-01-19,signup,9,True,YLCEHNZABA,group1
0.7202164522514855,0.3298290154652932,0.0937457866316119,821,0.0,2024-01-17,signup,2,False,SSZDSRLDJP,group1
0.271611825747159,0.35832786032562236,0.0937457866316119,831,0.0,2024-01-06,signup,1,True,HIGFFFZBXL,group1
0.3837629823732406,0.5600874725514422,0.0937457866316119,835,0.0,2024-01-18,signup,5,False,XOKTNESPEO,group1
0.15946066912107737,0.4777573514969893,0.3281102532106417,836,1.0,2024-01-18,signup,6,True,EJFQSWZBJA,group1
0.49591413899932213,0.6412344189817287,0.7030933997370894,838,1.0,2024-01-10,signup,7,False,VPYDBZVHTE,group1
0.7202164522514855,0.3264710241263362,0.9843307596319252,839,1.0,2024-01-05,signup,5,False,SAAFCDSWCC,group1
0.15946066912107737,0.6886741479060712,0.18749157326322383,842,0.0,2024-01-23,signup,9,True,MHZLKADZAW,group1
0.271611825747159,0.4829047569881175,0.18749157326322383,850,0.0,2024-01-23,signup,2,False,LYWGSLNBTH,group1
0.9999999999999999,1.0000000000000004,0.6562205064212835,860,1.0,2024-01-27,signup,2,False,FOUNMYYFHQ,group1
0.271611825747159,0.2926897499336225,0.23436446657902976,865,1.0,2024-01-06,signup,2,False,YTNTDRSNDE,group1
0.047309512494995765,0.3717065519987255,0.04687289331580596,866,0.0,2024-01-13,signup,2,True,JMTGMQDPTP,group1
0.047309512494995765,0.5451972347711562,0.0937457866316119,870,0.0,2024-01-22,signup,6,False,MHCYGCCQFU,group1
0.6080652956254038,0.9009346964105664,0.0937457866316119,880,0.0,2024-01-27,signup,1,True,TUICNOJJRT,group1
0.832367608877567,0.6479370695178823,0.14061867994741786,883,0.0,2024-01-03,signup,7,False,ACJHDYBUCE,group1
0.49591413899932213,0.0,0.4687289331580596,888,0.0,2024-01-17,signup,3,True,YOBNHOXFYF,group1
0.9999999999999999,0.965947691233505,0.6093476131054775,890,1.0,2024-01-14,signup,5,False,QBKPIJNJYF,group1
0.832367608877567,0.5744507366403235,0.5156018264738655,892,1.0,2024-01-26,signup,2,True,DFSUMGNCSD,group1
0.49591413899932213,0.567107762774651,0.18749157326322383,893,0.0,2024-01-24,signup,4,True,GWNOZVRSRB,group1
0.15946066912107737,0.2406726851818748,0.0937457866316119,895,0.0,2024-01-23,signup,8,True,VWTTZIOENI,group1
0.15946066912107737,0.33235098301636334,0.0,900,0.0,2024-01-27,signup,3,True,XNYHBTBNDJ,group1
0.49591413899932213,0.984224182357218,0.3281102532106417,915,0.0,2024-01-04,signup,1,True,YMFDNPQKIM,group1
0.6080652956254038,0.7233089018440189,0.7030933997370894,919,0.0,2024-01-15,signup,4,True,HJLDOUDXLN,group1
0.49591413899932213,0.578091419243064,0.5624747197896716,921,0.0,2024-01-17,signup,5,True,HHZAADKBJV,group1
0.7202164522514855,0.23010071665688825,0.2812373598948357,923,1.0,2024-01-27,signup,4,True,VFVYNUSVFY,group1
0.271611825747159,0.6390685156386646,0.4687289331580596,926,0.0,2024-01-23,signup,1,False,ENRJFZMQNM,group1
0.3837629823732406,0.3981816853357416,0.7030933997370894,927,1.0,2024-01-16,signup,5,False,PIKNMLKDKF,group1
0.49591413899932213,0.3064537187495331,1.0,928,1.0,2024-01-17,signup,1,True,UXDNPTPECX,group1
0.3837629823732406,0.40959739806604967,0.0,929,0.0,2024-01-14,signup,3,False,RRHIJXCZOY,group1
0.15946066912107737,0.25823175667253295,0.0,934,0.0,2024-01-12,signup,5,True,JHLUZDSKYM,group1
0.49591413899932213,0.30316059996864997,0.0,940,0.0,2024-01-06,signup,7,True,JMOOHGXTWM,group1
0.7202164522514855,0.6935468731507717,0.5156018264738655,941,1.0,2024-01-04,signup,9,False,CNGHVSGEHT,group1
0.3837629823732406,0.40112455679457293,1.0,943,1.0,2024-01-26,signup,4,False,SJGRDZTJOQ,group1
0.3837629823732406,0.08470457895718919,0.5156018264738655,944,0.0,2024-01-23,signup,4,True,AKRULLBMLT,group1
0.832367608877567,0.22282868793380928,0.18749157326322383,945,0.0,2024-01-12,signup,5,True,VRSTCDGDOY,group1
